sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
club-moss_0.006_2x_1.hist	120294561	14118463	2723055	964419	523832	331925	221163	197561	116593	59461	28788	32530	45226	73680	38126	12130	7529	10050	21157	32301	20951	6546	2835	2530	5405	17296	16152	5200	1732	865	3186	6371	8536	983	312	18	4	12938	9823	544	180	73	37	13	1	0	0	0	0	24210	187634964
club-moss_0.002_1x_1.hist	109676299	9410107	2167840	757965	399760	255100	155768	139145	176656	90093	43620	21511	15742	25992	32248	46664	54454	22688	3608	1963	1272	1596	7582	14741	31500	17499	3950	1271	422	210	61	17	5	0	29707	5436	1561	850	169	8	1	0	0	0	0	0	0	0	0	32682	164975363
club-moss_0.008_4x_1.hist	123418766	16388728	2654852	965416	534741	332962	165274	81201	118060	103433	50079	28882	40154	54933	28425	12659	20079	26805	21498	11703	19361	6049	5400	10500	18341	10188	2299	739	722	10112	12032	3574	1428	163	51	10458	4916	2680	535	28	8	2	9612	3707	616	204	90	29	8	12707	194913007
club-moss_0.004_2x_1.hist	114246064	14635676	2858738	1011907	549038	347783	232757	207918	106076	54097	40704	45994	63945	52189	27005	8591	13214	17640	37136	28748	18646	5826	2523	2182	4662	14919	19131	6160	2052	1025	14793	4394	1756	201	63	2	0	8524	17225	955	317	129	67	24	3	0	0	0	0	21939	183990871
club-moss_0.002_2x_1.hist	107619677	14681670	2850094	1009601	548569	347682	229389	204909	97620	49785	48636	54957	76407	42236	21855	12531	19875	26532	31857	17343	11248	3514	9203	17895	16342	9077	2048	658	793	11111	19073	5666	2265	260	81	4	0	0	16606	5996	1997	817	433	161	25	7	2	0	0	22307	177874065
club-moss_0.008_8x_1.hist	121387941	18722132	2651953	1014589	506168	316060	166579	148802	115662	60488	70557	61131	27733	45791	24224	22187	35193	14662	14743	21796	14137	4416	11449	22261	2557	2460	5853	15609	5202	2600	1154	2307	13508	1557	494	4315	2658	1449	6565	2813	936	382	202	7812	1682	559	249	82	26	11102	198688932
club-moss_0.002_8x_1.hist	98207783	25614585	3448660	1316032	663844	414357	203140	181461	131840	81999	74324	82780	31780	37407	46412	36390	20976	16201	34107	19299	12517	15290	21026	6151	13144	18841	4253	1368	7993	16040	4751	1410	2832	8495	9216	575	164	88	13357	2413	803	328	173	9470	1797	598	267	88	28	12740	194152119
club-moss_0.008_2x_1.hist	126708817	12794627	2605282	918220	493659	312880	207007	184916	113728	58000	28081	29212	40613	67058	42542	13535	7801	6427	13530	33304	21601	6749	2923	2494	5329	17052	13831	4453	1483	740	2294	4587	11555	1332	422	25	6	2	18662	1035	344	140	73	26	3	0	0	0	0	22338	189697664
club-moss_0.004_4x_1.hist	105975458	24486030	3191600	1257408	598754	378626	276195	173146	82965	94911	110710	54599	23855	39388	48870	38883	22414	9338	15387	36653	23774	7428	4228	8220	17565	18020	4068	1309	3622	19874	5887	1748	698	79	17474	1091	312	169	32	6721	9416	3858	2046	766	126	41	17	4	0	18216	201904122
club-moss_0.008_1x_1.hist	128097362	9590313	2206393	768845	401831	256310	147540	131795	165276	84290	40810	20125	13592	22442	27844	40291	51842	21599	3435	1869	1466	2399	11397	22161	20218	11231	2535	815	270	134	38	10	704	2111	31734	1982	568	309	60	2	0	0	0	0	0	0	0	0	0	28891	180358381
club-moss_0.006_4x_1.hist	117109122	17361232	2823563	1021575	567603	354050	164341	93433	141131	94112	45566	39480	54889	48693	25196	14032	22258	29713	27876	15176	9842	3074	13513	24255	1425	2547	6061	16163	5386	2692	3432	6863	4430	510	581	11190	3216	1753	349	18	3111	7093	3764	1410	234	77	33	10	2	15499	192315409
club-moss_0.0_2x_1.hist	100703110	14803165	2908455	1027491	555217	352615	214628	191723	137716	70234	34004	38424	53420	74998	38808	12347	7116	7810	16443	40474	34693	10840	4696	1373	1343	4296	10225	27266	9126	4562	1350	400	159	17	11401	711	203	6592	15471	858	285	115	60	21	2	0	0	0	0	24013	171647242
club-moss_0.0_4x_1.hist	89427012	29538217	4119432	1519512	830273	512778	195876	127355	192370	121966	59052	46418	64534	71120	36801	15501	24587	32823	36589	19920	12920	4106	19503	35804	2105	3157	7513	20034	11128	5563	1647	488	6514	19543	6217	387	110	59	10	11163	9125	3738	1983	742	122	39	16	4	0	21176	198967611
club-moss_0.01_8x_1.hist	128073873	17033491	2477736	948001	470097	294191	156690	139968	103384	61241	71434	45112	38043	36170	27057	27705	15970	21318	21646	11784	8766	14350	15653	4579	3611	11556	9448	3041	1012	12138	3595	1067	2034	6101	6639	413	118	63	9494	1934	643	262	1193	8207	1366	454	202	66	21	9379	199680015
club-moss_0.02_4x_1.hist	153947692	10356990	1917545	698237	382345	236442	125377	61598	75165	85988	41632	20531	19793	32680	38418	12223	7045	5242	11036	19882	12895	4028	1744	2002	4277	13688	4885	1572	523	2336	6969	2069	826	94	11138	695	198	107	20	0	5012	5420	2876	1077	178	58	25	7	1	10697	201445909
club-moss_0.0_8x_1.hist	88687771	28753046	3848717	1461540	745894	461936	285482	163811	129932	119171	61675	69691	66185	36586	35021	48269	27825	11767	24772	30181	19576	6116	14758	28696	2237	7157	17034	14143	4713	2355	6425	12849	5757	663	6720	6676	1918	1045	10083	3735	1244	508	269	11016	1835	610	272	89	28	12935	192080331
club-moss_0.002_4x_1.hist	97794774	27083258	3635237	1388721	690217	433487	228448	169029	158333	80749	62396	70506	70259	38838	20096	28347	40056	16689	35134	20894	13551	4233	18640	36243	2130	1658	3945	10520	16907	8452	2503	742	3531	10592	13292	829	237	128	24	9863	7303	2992	1587	594	98	31	13	3	0	21427	200946632
club-moss_0.01_2x_1.hist	132508948	11753713	2447000	861820	462602	293114	198599	177405	96294	49109	32608	36847	51227	56018	28986	9222	9668	12905	27168	21381	13867	4332	1876	3400	7265	23248	7554	2431	809	403	3332	6663	8253	951	301	17	4	4340	15934	884	293	119	62	22	2	0	0	0	0	21166	191285518
club-moss_0.01_1x_1.hist	133893760	9696107	2229754	776154	404402	258204	140457	125467	183262	93463	45251	22316	8566	14144	17548	25392	40276	53767	11145	6066	3934	1228	1636	3180	6794	21741	9234	2972	989	493	145	42	5827	17480	10686	666	190	103	19	0	0	0	0	0	0	0	0	0	0	31599	185346542
club-moss_0.001_2x_1.hist	105125682	13948673	2816150	993555	535359	340292	203982	182214	153934	78505	38009	24731	34383	56771	70438	22411	12918	5381	9948	24487	32488	10151	4398	3649	7797	24951	7090	2282	759	378	20350	6045	2417	277	87	4	0	0	18983	4710	1569	642	339	126	20	5	1	0	0	22322	173078192
club-moss_0.006_1x_1.hist	121940470	9512071	2189415	763842	398328	254420	142712	127482	183711	93691	45362	22370	11738	19381	24046	34795	55191	34160	5433	2957	1917	875	4158	8085	17275	28326	6395	2058	685	341	100	28	10	0	13221	13354	3838	2092	417	22	6	1	0	0	0	0	0	0	0	29488	175197813
club-moss_0.01_4x_1.hist	129808857	14871497	2543844	919086	508462	316369	155987	76638	104996	104983	50829	25066	34849	57541	31591	10050	12175	16253	32074	17461	11325	3538	4272	8306	17749	9859	2225	715	2170	13436	3980	1181	471	53	10956	6492	1865	1016	202	10	2	8268	4388	1644	273	90	39	12	3	13456	196525843
club-moss_0.006_8x_1.hist	114632425	20358790	2840112	1086028	544246	339750	174821	156164	118323	75041	61485	69477	42950	27253	33813	35892	20689	13882	29226	18074	11722	4500	21376	17209	1450	4640	11043	10200	3399	2209	13138	3902	1560	178	8719	4470	1284	699	6954	1967	654	267	4643	6605	1099	365	162	53	16	11605	197438830
club-moss_0.004_8x_1.hist	106994398	22587319	3082201	1179908	590062	369877	181392	162034	139677	71234	68876	77829	30472	39329	48796	16146	25610	34188	14156	10247	19355	23972	10387	4126	8816	22861	5161	1661	1049	14697	9865	2930	1171	134	12498	3024	868	3328	7009	388	128	4504	5133	1924	319	105	2913	2195	730	9316	195558688
club-moss_0.02_8x_1.hist	153164489	11157752	1816567	692564	348886	214501	174406	85687	74412	64061	33755	38142	37153	20537	14937	21614	19767	8235	6713	16050	10409	3252	4843	9416	2903	9289	2817	906	3109	8541	2529	750	1342	4027	5651	352	100	53	8423	740	245	99	51	6625	1852	616	275	90	29	7476	202876898
club-moss_0.001_1x_1.hist	105482043	9276480	2101588	740122	397208	253024	169031	150992	166157	84739	41027	20232	16397	27074	33591	48607	50205	20918	3326	1810	1569	2567	12195	23712	23346	12969	2927	941	312	155	45	12	3246	9738	25747	1608	461	250	49	1	0	0	0	0	0	0	0	0	0	31096	160416681
club-moss_0.02_2x_1.hist	154986243	9908373	2002332	713694	392362	246294	223146	109634	43167	31788	37079	41899	52641	29099	15057	4789	7140	9530	20064	19348	12549	3920	1697	891	1903	6091	14496	4667	1554	776	229	67	12129	1817	577	35	9	3	6937	6016	2004	820	434	161	25	7	2	0	0	15648	201290597
club-moss_0.001_8x_1.hist	93465473	27294329	3635530	1388647	702063	436998	218432	195122	108270	123860	67535	53723	73392	40570	23741	34354	43091	17953	12712	31290	20295	6341	20631	12102	6949	22238	5020	1615	11957	12740	3773	1120	7710	9880	3142	195	3420	9693	1937	106	5262	2155	1143	7611	1932	643	287	94	30	13486	193086344
club-moss_0.004_1x_1.hist	114827421	9266490	2099444	738910	395999	251935	172424	154023	152233	77637	37589	18537	17547	28973	35947	52016	40318	16798	2671	1453	1395	2284	10848	21093	26097	14497	3272	1052	349	173	50	14	4	0	33208	2074	595	323	63	2	0	0	0	0	0	0	0	0	0	29511	168117932
club-moss_0.001_4x_1.hist	92762287	29108860	3897541	1492182	728906	459943	332477	163350	94075	107621	112628	55544	32867	54268	50519	17719	28106	37519	26455	14402	10917	17872	29897	8747	2578	8250	19636	17102	5699	2848	843	249	19928	10920	3473	216	61	32	5	16850	5692	2331	1236	462	76	24	9	2	0	22956	201384228
club-moss_0.0_1x_1.hist	102343528	10364033	2291888	806492	432040	275417	167504	149628	162624	82937	40155	22583	31397	51840	64319	24229	13966	5818	1990	4899	9253	15148	61685	18049	1060	588	131	41	12	5	0	0	7076	21229	19318	1206	345	187	36	1	0	0	0	0	0	0	0	0	0	30288	161148105
club-moss_0.02_1x_1.hist	156631843	9739209	2138211	749009	396939	251563	161668	144415	112583	57416	27798	13708	12288	20288	25171	36424	34720	14465	2300	1251	810	1054	5006	9733	19193	10661	2406	773	256	127	36	9	253	760	24499	1530	438	238	46	1	0	0	0	0	0	0	0	0	0	25144	201554806
