sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
club-moss_0.008_4x_1.hist	123726178	16146498	2725154	981010	546028	340942	193672	95153	88806	101593	72120	35567	24428	40334	50044	15922	13525	18055	25512	13889	20605	6438	4561	8868	17939	9965	2249	723	1803	17068	5056	1501	599	68	8500	6206	1783	971	193	9	6879	5645	2995	1122	186	61	26	7	1	14648
club-moss_0.02_8x_1.hist	153089642	11108235	1822780	693121	351084	215313	168868	101538	58078	66440	42300	32189	28645	31008	16639	14341	22747	9698	5866	14440	11549	3608	5105	9927	4031	2238	3813	7433	2476	1910	6251	1856	741	84	10186	689	197	106	2598	4990	1662	680	360	5197	1448	481	215	70	2635	4612
club-moss_0.004_1x_1.hist	115813166	9390104	2162484	755419	397499	253574	153366	136999	176704	90118	43632	21517	11962	19750	24504	35457	56242	34817	5538	3014	1954	1298	6167	11991	25623	17262	3897	1253	416	207	60	16	5	16	34596	2161	620	337	66	2	0	0	0	0	0	0	0	0	0	30986
club-moss_0.01_4x_1.hist	129709397	14806449	2513382	910595	503551	313234	156620	76949	116232	95001	45996	26827	37297	57651	29831	9986	15840	21145	26418	14382	9328	2914	8379	16291	13908	7726	1743	560	1071	15002	5147	1528	610	69	13947	870	249	134	25	1070	9381	3844	2039	763	126	41	17	4	0	14122
club-moss_0.002_1x_1.hist	109990692	9365909	2155772	753097	396277	253354	142974	127716	192917	98386	47635	23491	14768	24384	30253	43777	48454	20188	3210	1747	2274	3722	17682	34381	15433	8573	1934	622	206	102	29	7	2472	7417	29161	1821	522	284	55	2	0	0	0	0	0	0	0	0	0	31227
club-moss_0.001_2x_1.hist	104551009	14295549	2834098	1002654	543404	344835	220113	196623	133810	68242	33040	33982	47244	78007	41774	13290	7660	6680	14063	34616	35953	11234	4867	4041	8635	13338	3010	968	1811	25365	7514	2231	891	101	31	0	0	3149	23620	1311	436	177	93	34	4	0	0	0	0	22605
club-moss_0.02_1x_1.hist	155743991	9660046	2072509	730040	392004	248053	172644	154220	101877	51956	25155	12404	16545	27318	33894	33482	19300	8040	1278	2053	3878	6348	30152	8822	517	286	63	19	5	1	0	0	21143	13024	4143	257	73	38	6	0	0	0	0	0	0	0	0	0	0	23245
club-moss_0.01_2x_1.hist	132716157	11550070	2426054	853651	457250	290012	190760	170402	119933	61165	29613	21859	30390	50179	56272	17903	10320	4299	7694	18938	33535	10478	4539	1327	906	2898	6898	18395	9828	4913	1454	431	1558	178	55	2	0	16521	8461	469	155	62	32	11	0	0	0	0	0	21056
club-moss_0.002_4x_1.hist	97840416	27080324	3625929	1392318	680451	429358	309916	152265	104042	119023	83642	41249	50404	68914	35660	16212	25715	34328	26536	14446	9369	14191	36708	10740	1327	4245	10103	19861	6619	3308	979	290	24068	6832	2172	134	37	19	2	16008	6074	2488	1319	493	81	26	10	2	0	21409
club-moss_0.008_8x_1.hist	121530857	18538827	2659696	1013462	508718	317198	170917	152677	94386	94923	56378	40892	56851	34761	21068	30486	29833	12429	15665	24200	16356	5110	9072	17640	6256	3475	8269	11716	3904	1951	4719	9438	3903	449	546	9697	2786	1519	302	4334	3304	1353	717	4866	3050	1015	454	150	49	10053
club-moss_0.01_1x_1.hist	133238585	9687010	2227168	774875	403160	257445	138341	123577	182519	93083	45068	22225	8532	12840	15931	23052	36565	48812	17776	9677	6276	1960	1305	2537	5421	17347	12002	3864	1287	642	189	55	5402	16207	10987	685	196	105	20	0	0	0	0	0	0	0	0	0	0	32460
club-moss_0.006_2x_1.hist	120287370	13967653	2750552	971104	524066	332231	214177	191320	116973	59655	28882	32006	44497	73472	38018	12095	6971	7490	15767	38812	26963	8425	3649	1067	1292	4134	9837	25118	8371	4184	1238	367	145	15	4	0	16505	12144	2427	133	43	16	7	1	0	0	0	0	0	22796
club-moss_0.02_4x_1.hist	153712908	10520825	1896711	695145	377776	232518	117194	65165	98432	59200	28738	32473	45146	24955	12913	12478	19791	22198	3530	4872	9203	15066	6527	1909	1358	4345	10340	5399	1798	898	265	529	13392	1543	490	29	7	7532	1505	82	26	4374	4406	1651	274	90	39	12	3	10182
club-moss_0.0_1x_1.hist	101814584	9704721	2171088	766401	413449	262893	184614	164913	149333	76159	36873	18184	19402	32035	39747	57515	44522	18550	2950	1605	1328	2174	10327	20079	29312	16283	3675	1182	393	195	56	15	5	0	31424	5474	1572	856	170	8	1	0	0	0	0	0	0	0	0	29257
club-moss_0.01_8x_1.hist	128089818	16929123	2461113	940565	471427	293282	173340	142258	84798	92847	44953	48315	49415	27315	22724	32883	25953	10813	13824	22301	14465	4519	13196	10852	3735	11952	6977	2246	875	12252	5672	1684	1035	3104	9624	600	171	92	10045	557	184	74	1855	7820	1302	433	193	63	20	9709
club-moss_0.02_2x_1.hist	154645614	10049205	1976499	708146	392764	245343	194930	95771	37709	37591	43848	49547	48332	26717	13824	4397	6094	8135	17126	23554	15277	4773	2067	631	1347	4312	10262	9497	3164	1581	467	137	54	5	17935	1119	320	174	33	0	4445	3821	2027	759	125	40	17	4	0	13668
club-moss_0.008_1x_1.hist	128933376	9615617	2217349	777305	388256	248237	132041	117949	178164	90862	43992	21695	16251	26832	33291	48173	31629	13177	2095	1385	2616	4282	20340	39550	7129	3959	893	286	94	46	12	2	0	0	33603	3612	1037	564	111	5	0	0	0	0	0	0	0	0	0	29248
club-moss_0.006_4x_1.hist	116850924	17628433	2840535	1028762	571214	356166	171984	84497	127633	111251	53864	34355	47763	46432	24026	34766	22685	9451	13960	30823	19992	6246	3615	7029	15020	19519	4406	1418	471	234	16095	9238	3694	425	134	7	1	14909	4577	253	83	33	16	6004	4021	1339	599	198	65	11120
club-moss_0.0_2x_1.hist	100846345	14729816	2878159	1017736	551022	349882	215738	192715	134388	68537	33183	37495	52129	73349	37955	12075	10545	14076	29633	32056	20792	6496	2814	3682	7868	25178	5684	1829	1405	19680	8297	2464	984	112	34	1	0	14325	14090	781	259	105	54	19	2	0	0	0	0	23549
club-moss_0.004_2x_1.hist	113829090	14795671	2837554	1005597	546881	346176	235661	210512	87520	44634	44243	49993	69505	49077	25395	8079	12814	17106	36011	28971	18791	5871	2543	1987	4245	13584	23227	7478	2491	1244	4162	8324	3328	382	120	6	0	18267	7986	442	146	59	30	10	0	0	0	0	0	24200
club-moss_0.001_1x_1.hist	106217486	9403673	2146503	753282	400995	255861	159012	142042	187132	95436	46207	22787	11902	19651	24381	35280	55961	44041	7005	3813	2472	988	4693	9125	19499	24376	5503	1771	589	293	86	24	2626	7877	26836	1676	480	261	51	1	0	0	0	0	0	0	0	0	0	32501
club-moss_0.001_8x_1.hist	93579681	27191378	3641917	1389035	698970	436767	206177	184175	147409	75177	85772	84596	32477	39136	48557	38406	22138	14382	30278	25061	16255	5864	27857	10349	5537	17717	11109	3576	1332	18649	7811	2320	1263	3790	13793	861	246	5255	10472	580	192	77	1810	10890	1814	603	269	88	28	12265
club-moss_0.0_4x_1.hist	89472238	29521713	4107234	1518804	823775	506387	185195	165432	184000	93839	67309	76058	67218	37157	24457	35390	56135	25329	5249	12920	24404	33458	14497	4241	3795	12144	28902	9306	3101	1549	458	135	30559	5247	1668	103	28	14	1	15713	8015	3284	1742	652	107	34	14	3	0	21539
club-moss_0.004_4x_1.hist	106598456	23834706	3212956	1240270	603462	380458	283098	139089	89525	102416	100950	49785	24692	40770	50584	38600	22251	9270	13477	33174	24442	7637	4668	9077	19395	16997	3837	1234	14921	7459	2209	655	3095	9285	14309	893	255	138	26	2704	10337	4235	2247	841	139	45	19	5	0	19061
club-moss_0.006_1x_1.hist	122574508	9525378	2196249	769600	392172	250291	146674	131021	167685	85518	41405	20419	16600	27408	34005	49207	42793	17829	2835	1542	1567	2564	12182	23687	21224	11790	2661	856	284	141	40	11	3	0	28099	5505	1581	861	171	8	1	0	0	0	0	0	0	0	0	30699
club-moss_0.008_2x_1.hist	127048821	12488726	2578415	908470	488073	309360	206528	184488	118164	60262	29176	26386	36684	60570	46583	14821	8542	6169	12988	31969	27996	8747	3789	1107	1074	3438	8182	21819	8633	4315	1277	378	150	16	4	0	14138	11078	2214	122	39	15	7	1	0	0	0	0	0	23336
club-moss_0.002_2x_1.hist	107749938	14375230	2855696	1008414	544426	345596	214606	191704	136187	69454	33627	27768	38605	63743	61781	19656	11330	4964	10450	25722	40640	12699	5501	1608	2500	7999	19037	6129	2042	1020	20428	6069	2426	278	87	4	0	0	18409	4369	1455	595	315	117	18	5	1	0	0	22879
club-moss_0.002_8x_1.hist	97962056	25734900	3442609	1316770	662679	413921	209275	186942	106380	106333	66703	75373	43491	39734	49299	25629	19408	25908	30506	16607	11025	18050	22210	6498	5894	18860	12318	3966	1321	7606	15047	4469	1786	205	6708	10320	2966	1616	322	7648	2548	1043	552	8484	1956	651	290	95	30	12228
club-moss_0.004_8x_1.hist	106733271	22636175	3102978	1183165	596163	371698	188406	168300	124658	71211	83065	59340	33064	54594	31885	21547	34177	21523	23742	12925	12220	20005	16164	4728	6802	21766	4914	1581	5867	14560	4313	1280	3400	10200	3244	201	1655	9943	1987	3469	1155	472	249	9651	1607	534	238	78	25	11974
club-moss_0.0_8x_1.hist	88698892	28680090	3816582	1453947	740529	459217	293062	155317	146561	88295	102993	50793	44877	66813	34572	20065	31826	42486	6758	16204	30608	20080	8700	7394	15800	25437	5742	1848	1463	20487	6069	1802	5926	8599	2735	169	10855	5920	1183	1149	5102	2090	1108	7426	2562	853	381	126	41	12940
club-moss_0.001_4x_1.hist	92916547	28969825	3886075	1491959	720625	455643	309628	210031	82698	94606	110354	81336	31226	33099	41067	52694	30375	12655	14242	35058	22739	7105	10228	19887	19204	10668	2407	3338	18386	9192	2722	807	8525	15665	4983	310	88	47	8	12253	8178	3350	1777	665	109	35	14	3	0	22253
club-moss_0.006_8x_1.hist	114711529	20209208	2816704	1077692	539772	337043	172382	153985	128583	65576	65302	73329	28152	38347	42397	15631	24793	33098	8122	19992	21924	6850	10499	20415	4142	2830	6734	15989	5328	2663	1706	3412	14461	1667	529	2148	6611	3605	802	4847	1614	660	2341	6896	1148	381	170	55	17	11682
