sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
nematode_0.02_2x_1.hist	182736476	5134599	1043768	384224	216137	135752	134613	66136	28078	32120	37467	42336	19144	10581	13128	18996	20442	8516	1773	4363	8241	13490	17591	5146	301	166	36	10	3959	20370	6034	1792	715	81	24	0	0	0	15816	1206	401	163	85	31	4	0	0	0	0	14896
nematode_0.006_8x_1.hist	162207773	9241151	1582686	615082	321119	200127	169465	83260	117069	59704	46994	53102	21859	36091	19830	10903	17294	23086	6950	17107	15379	4805	8259	16059	8206	4558	3953	10542	8297	4147	1227	363	9879	8375	2664	165	46	1839	13466	747	248	100	1922	10723	1786	594	265	87	28	12677
nematode_0.004_1x_1.hist	160041067	9914249	1926023	698263	394104	250108	195739	174850	123920	63198	30598	19166	26646	43996	54587	29412	16954	7063	1441	3547	6699	10966	52092	16640	977	542	121	38	11	4	0	0	19091	30154	9593	598	171	92	17	0	0	0	0	0	0	0	0	0	0	42029
nematode_0.008_8x_1.hist	165663405	8548607	1467307	574007	293747	184323	126516	113014	96090	49005	56718	44036	17026	28111	30121	9583	15199	20290	12061	11858	14592	4559	8905	17315	4868	2703	4549	12132	5450	2724	806	238	14549	1677	3785	235	66	10976	5175	286	94	37	6008	7834	1304	433	193	63	20	11890
nematode_0.01_4x_1.hist	169075786	8066435	1375052	536736	282885	174625	134085	119775	88041	44900	38550	43560	33759	18661	14461	20925	12061	12150	25299	13773	8932	2790	4814	9359	16047	8914	2011	646	214	2159	17836	5298	2118	243	76	3	1790	17376	3474	192	63	24	12	2994	7200	2399	1074	357	118	10099
nematode_0.006_1x_1.hist	163584849	9789816	1864556	675182	380465	241736	178166	159153	138746	70759	34259	16894	15402	25431	31552	44054	25394	10580	1682	2431	4591	7516	35700	31035	1824	1012	227	72	23	10	2	0	15636	30957	9849	614	175	94	17	0	0	0	0	0	0	0	0	0	0	41748
nematode_0.0_2x_1.hist	150959729	10452965	2025093	741838	419995	264698	242822	119301	67497	77215	90068	78727	30224	16707	19004	27500	43620	18174	2890	3364	6353	10400	49402	14454	849	470	105	32	2767	31652	9377	2785	1113	127	39	1	0	6318	23559	1307	434	177	93	33	4	0	0	0	0	34312
nematode_0.004_4x_1.hist	158733116	10195773	1718219	660468	358674	220659	154164	137712	102412	54090	63094	71295	35256	19488	11445	16561	26269	35067	5577	4090	7725	12647	25837	7559	888	2842	6763	18033	8248	4123	1220	361	14124	3446	1095	67	18	5652	11392	631	209	84	3637	8966	1493	496	221	72	23	18929
nematode_0.006_4x_1.hist	162180092	9081404	1613664	614610	334886	206464	128786	115042	122791	62622	34225	38674	50245	27774	14371	11325	17963	23980	16591	9032	5857	5478	26022	12851	754	1452	3454	9212	14178	7088	2099	622	248	27	19969	1247	357	194	37	5699	8785	3599	1909	715	118	38	16	4825	1607	14087
nematode_0.0_8x_1.hist	149335029	11582983	1853464	727371	372816	234589	172297	136341	89653	96040	60209	58628	58574	32379	16754	23115	29031	12095	10418	19217	12464	4906	23307	17494	1028	2908	6922	18457	6151	3074	910	269	23859	4223	1342	82	22	2230	14188	787	261	106	55	13486	2246	747	334	110	35	16193
nematode_0.004_8x_1.hist	158251673	9961063	1671906	650623	339461	211517	179858	88366	124995	63746	55927	63197	24262	30179	26895	10384	16471	21987	14196	7843	14813	19785	8572	2636	5632	18023	8817	2838	945	11686	9236	2743	1096	205	6835	7327	2105	1147	228	9132	3114	1275	676	7208	3300	1099	491	162	53	14509
nematode_0.002_8x_1.hist	154068839	10668251	1785619	691893	363339	225553	189481	115962	98116	83644	67015	36996	51435	38665	20007	13829	21935	21312	5493	13520	25537	9737	4218	6825	14583	15091	3406	1096	5329	18041	5344	1587	633	72	17344	1083	310	168	7308	5531	1842	754	399	10610	2885	960	429	142	46	14656
nematode_0.002_2x_1.hist	155565445	10085709	1963975	718663	406069	255651	228954	112487	55952	64008	74663	84368	48556	26841	13888	7990	12673	16918	35616	19390	12576	3929	2378	4623	9879	31613	7137	2297	764	381	1529	3057	24645	2842	903	55	14	7	8268	11961	3986	1632	865	323	52	16	6	1	0	30323
nematode_0.002_4x_1.hist	154520862	10190568	1831427	690936	380951	236562	120636	94714	140638	71724	52962	59846	45504	34608	17907	14309	22697	30198	4803	5194	9810	16059	29758	8706	511	1166	2775	7401	21473	10735	3180	943	376	42	8797	10974	3154	1719	342	18	5	12102	6423	2407	400	132	58	18	5	20005
nematode_0.02_8x_1.hist	181797524	5281808	967565	376477	192986	120936	87730	78367	52707	37509	36869	18973	26377	21480	11747	16998	10279	13722	10601	5770	6697	10963	6226	1824	3897	12469	3612	1162	3776	7485	2217	657	4844	5916	1881	116	32	4357	4775	264	87	34	3501	3619	602	199	88	28	8	8505
nematode_0.006_2x_1.hist	162887888	9054463	1655813	628874	324829	205912	184818	165095	65005	43243	50441	56997	42313	23389	12102	15965	25323	33804	6486	3530	2289	3138	14905	28981	12871	7149	1613	518	171	84	3087	6174	22533	2598	825	50	13	6	2767	14593	4863	1992	1056	395	64	20	8	1	0	24664
nematode_0.002_1x_1.hist	156647962	10458097	2142010	767712	426034	271250	184023	164384	175702	89607	43384	21395	17152	28320	35137	50845	29309	12211	1941	3091	5839	9558	45402	18807	1105	613	137	43	13	5	0	0	58198	6712	2134	132	37	19	2	0	0	0	0	0	0	0	0	0	0	46767
nematode_0.001_1x_1.hist	152666439	10169796	1923280	711760	397886	251824	236396	211169	96354	49139	27134	30661	42627	70383	62937	20024	11542	4808	763	1693	3197	5234	24861	48341	10171	5650	1274	409	135	66	18	4	4713	14140	33010	2062	591	321	63	2	0	0	0	0	0	0	0	0	0	45149
nematode_0.01_8x_1.hist	169151321	7796298	1375097	534261	277560	172921	153524	97160	77011	68787	34336	38798	31732	17541	19608	24468	14104	9535	20073	10928	7087	9646	14573	4263	4110	13154	2969	955	2795	12647	3746	1112	1095	3285	13579	847	242	131	252	10628	3541	1450	768	287	4686	3025	1355	450	149	8666
nematode_0.02_4x_1.hist	182066655	5362343	968454	378531	192558	120634	119440	58681	51204	52565	25450	21031	29239	23256	12033	8210	13022	17383	12908	7027	4557	1423	6664	12958	7403	4111	927	297	5218	12259	3631	1078	430	48	10005	624	178	96	18	3342	5854	2398	1272	476	78	25	10	2	0	11043
nematode_0.008_4x_1.hist	165608263	8406361	1492000	572912	305406	189131	149438	122527	83433	48442	56506	51206	19658	15519	19254	27860	23949	9978	4811	11843	22369	12356	5353	2755	5887	18839	4252	1368	455	4322	12389	3680	1471	168	5215	8957	2574	1403	279	283	11347	4649	2467	924	153	50	21	6	4529	13109
