sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.01_2x_1.hist	65151141	7302752	1312140	555598	299321	183191	119899	74386	112361	128540	80941	39917	19190	31684	39311	56885	33137	13806	4391	10808	20414	33419	14480	4236	248	447	1064	2838	26564	13281	3934	1167	466	52	15	0	0	21152	6644	368	121	48	24	8	0	0	0	0	0	23522
moss_0.004_2x_1.hist	56670012	9764849	1644771	702535	388143	241316	208732	102552	100437	114899	134025	82720	31757	21763	27001	39072	61975	59353	9441	5139	8585	14054	66755	19951	1172	650	145	45	31825	15911	4713	1399	558	63	19	0	24887	15544	3107	171	56	22	10	3	0	0	0	0	0	33199
moss_0.008_8x_1.hist	64059471	5596226	1273610	503898	258042	162407	155866	139233	106720	65780	76730	40532	56350	40946	31399	36762	22263	29720	24459	13316	10590	17337	18472	5404	3787	12119	11879	3824	1273	13385	3964	1177	3143	9429	5804	361	103	55	13882	770	255	103	54	7599	2169	722	322	106	34	10311
moss_0.001_2x_1.hist	51138816	11830938	1939851	831445	463911	290059	330049	162157	82028	93840	109460	123689	92093	50908	26342	13559	21506	28709	60440	56255	36489	11401	4939	1855	3963	12681	30180	44897	14964	7481	2215	657	261	29	8	0	18442	31382	6275	347	114	46	23	7	0	0	0	0	0	40603
moss_0.004_4x_1.hist	58229785	7125534	1511568	628786	320720	198699	201482	179980	142603	72726	57841	65360	80746	44635	23096	25245	40043	53456	12648	13225	24981	29162	12636	3696	3817	12214	29069	9360	3119	1558	718	1436	12182	13061	9610	599	171	92	17	139	14919	6113	3244	1215	201	66	28	8	1	18804
moss_0.006_2x_1.hist	59308684	9141129	1534285	654777	360884	224048	202599	99539	67353	77051	89877	101560	66238	36615	18946	19962	31664	42270	45315	24670	16001	4999	6498	12634	26998	17627	3979	1280	425	211	15433	15543	6216	716	226	13	2	19586	10494	582	193	78	40	14	1	0	0	0	0	29497
moss_0.002_1x_1.hist	54664957	10894128	1837753	786676	437329	272872	328847	161566	63615	62767	73215	82732	115022	85064	44017	14004	8072	9472	19940	49084	92713	30704	13304	3891	227	125	27	7	1	0	24656	49312	34007	3922	1246	76	21	10	1	0	0	0	0	0	0	0	0	0	0	55381
moss_0.02_8x_1.hist	76227639	4603770	1024615	399152	201968	127129	109221	90294	80089	50719	41192	46546	33439	18484	19686	23176	13359	10386	13136	7151	6718	10998	7085	2072	3919	12542	2831	910	550	7705	4695	1394	556	63	8867	553	158	85	5107	2552	849	347	183	4961	1348	448	200	65	20	7813
moss_0.01_8x_1.hist	66381624	5433077	1231003	485622	249270	156539	151573	135397	100988	62158	72504	56942	26803	44256	46535	15405	24435	32619	13056	8594	16233	21065	9127	2669	5277	16886	7707	2481	826	8159	8162	2424	1412	4236	10020	625	178	483	10344	573	190	76	2960	6787	1130	375	167	54	17	10092
moss_0.01_1x_1.hist	65888074	9480086	1629971	675742	340920	211722	141428	126334	190830	158514	76747	37849	14530	16777	20815	30119	47774	63777	34544	18806	12197	3810	7776	15120	888	492	110	34	10	4	27092	34174	13668	1575	500	30	7	3	0	0	0	0	0	0	0	0	0	0	0	39326
moss_0.002_2x_1.hist	53359435	10783497	1823655	778767	430001	267248	226332	111199	99343	113648	132566	119217	45769	25300	26740	38694	61375	44391	7061	17372	32813	53719	23277	6810	842	2693	6410	17093	31740	15869	4700	1395	557	63	19	0	29952	17817	3562	196	64	25	12	3	0	0	0	0	0	37618
moss_0.02_1x_1.hist	74304967	5525428	918951	391631	214993	133157	134391	66027	25997	27999	32660	36904	51308	64808	33535	10669	6149	2561	499	1229	2321	3799	18045	35087	2692	1494	336	107	34	16	3	0	3823	11470	12543	782	224	121	23	0	0	0	0	0	0	0	0	0	0	23294
moss_0.004_1x_1.hist	56322015	10640133	1706710	731297	407684	254783	286703	140860	73544	84134	98139	110896	91559	50613	26189	8332	6869	9169	19303	47515	89751	35383	15331	4485	262	145	31	9	2	0	11594	23187	51017	5884	1871	115	32	16	2	0	0	0	0	0	0	0	0	0	0	49342
moss_0.0_1x_1.hist	50880987	9554421	1747619	747784	415228	258916	262641	129038	86841	99345	115882	130946	86645	47896	24784	7884	9401	12549	26419	65032	90669	28333	12276	3591	419	1340	3188	8501	11087	5542	1641	3281	70611	8144	2590	160	45	23	3	0	0	0	0	0	0	0	0	0	0	54912
moss_0.008_4x_1.hist	63319793	6517213	1360665	563151	282586	176603	200563	179159	70543	66821	77943	79807	30639	26459	32828	47504	42397	17664	5576	13724	25923	25382	10998	3217	1843	5897	14034	16278	5425	2711	802	237	3978	11934	8294	517	147	79	12631	700	232	94	3410	7122	1186	394	175	57	18	12703
moss_0.0_8x_1.hist	53030767	6771484	1553672	623352	320202	201979	225712	185924	129862	99924	107402	52967	44767	65488	33887	33510	53152	24531	16319	40170	33677	10523	11425	22215	23007	12780	2885	6223	19733	9865	2922	867	16593	1913	607	11536	6568	3581	715	38	8084	6156	3267	1224	5909	1968	881	292	96	13838
moss_0.006_4x_1.hist	60876699	6761178	1422719	590143	298294	186037	201927	180378	113190	57726	67334	76087	61404	33943	26529	38389	51543	21475	7945	19557	36941	11543	5001	6419	13717	23895	5394	1736	1015	14218	5060	1502	3242	9726	9546	595	170	91	17	9785	9031	3700	1963	735	121	39	16	4	0	17689
moss_0.0_4x_1.hist	51992251	8118381	1684838	709737	376476	230054	201212	179739	209871	107033	51822	58558	81412	71146	36815	20873	33108	44198	44123	24021	15580	7022	33355	39569	2326	3012	7168	19115	18695	9346	2768	821	1191	3574	32522	2031	583	317	62	2	2602	13875	7364	2760	459	152	67	21	6	21835
moss_0.006_8x_1.hist	61537362	5764880	1316150	522036	268022	168874	179020	138646	129249	65915	66960	74342	31015	51210	32581	41122	34759	14481	23213	26450	17155	5607	26498	7752	2804	8972	17945	5777	1924	961	13801	4270	1707	5120	9200	574	164	4564	10529	583	193	78	1874	9563	1592	529	236	77	24	10438
moss_0.002_8x_1.hist	56014887	6382575	1461662	585878	300108	189214	215495	135137	161699	82465	80105	78297	30059	48881	60648	26895	25656	34249	40149	21858	14177	14796	31984	9358	4149	13276	20693	6662	2219	1108	18288	9241	3695	425	3125	11493	3303	1800	359	9157	3051	1249	662	8318	3548	1181	528	175	57	13413
moss_0.002_4x_1.hist	55302320	7510039	1586688	662821	342654	211789	212584	189897	159790	81492	60056	67862	78292	43278	33510	48490	27952	26550	42492	23133	15004	9171	43561	13246	2226	7124	16955	21362	7119	3558	1053	312	4317	12950	18859	1177	337	183	35	0	15022	6560	3481	1304	216	71	30	9	2	20456
moss_0.001_8x_1.hist	54593129	6600763	1509861	606844	310795	195943	210214	179808	115267	125775	61387	69367	62985	34817	39849	53436	30803	18943	39879	25620	16617	26525	24656	7213	4904	15693	20565	6621	2206	7399	13278	3944	15131	1744	554	33	9117	11326	2264	124	40	15	11999	7535	1254	417	186	61	19	14375
moss_0.02_2x_1.hist	75751974	5600235	1006462	422423	221588	133261	79660	71158	107485	92006	44546	21968	12930	21348	26487	38327	25284	10534	1674	1583	2989	4892	23240	13255	778	431	96	30	808	11315	9559	2839	1134	129	40	1	0	6203	10129	561	186	75	38	13	1	0	0	0	0	16852
moss_0.004_8x_1.hist	58930203	6135089	1397090	559031	285971	180211	181132	161802	129192	76710	89480	46707	39964	65986	34144	28075	44531	20702	30447	20447	14058	23015	16416	4802	8010	25632	5787	1862	1234	17277	9146	2716	1237	3710	13979	872	249	135	12419	2489	828	338	1017	10465	1743	580	259	85	27	12661
moss_0.02_4x_1.hist	75850099	5119566	1029994	422634	206019	129278	128570	114849	71878	39813	46440	52476	34208	18909	13177	19067	25176	10489	3744	9216	17408	5439	2355	3524	7531	11806	2664	857	284	141	8062	8260	3303	380	119	6	0	7965	2847	157	51	393	5573	2088	347	114	50	15	4	10212
moss_0.0_2x_1.hist	50628482	11015265	1945568	830984	459082	285414	252696	124152	98093	112217	130898	146117	56097	31009	20073	29046	46072	61504	43048	23436	15200	4749	22558	43862	24375	13541	3056	983	2796	39155	17904	5318	2126	244	76	3	0	34679	11203	621	206	83	43	15	1	0	0	0	0	41174
moss_0.008_2x_1.hist	62366358	8015537	1416070	601103	326203	200593	152513	74931	84779	96986	113130	79250	30425	16818	20154	29163	46257	61751	14193	7726	5010	4575	21734	28435	1671	1598	3803	10142	21413	10705	3171	941	375	42	12	0	7957	22228	4444	245	80	32	16	5	0	0	0	0	0	26487
moss_0.001_4x_1.hist	53626384	7827201	1628876	684314	360063	221224	209359	187017	186958	95348	56540	63889	88825	49101	25407	26718	42379	56574	27810	15140	9819	11299	53670	15703	1279	4094	9743	25981	13291	6644	1967	583	3645	10934	20226	1263	362	196	38	1456	14956	6128	3252	1218	202	66	28	8	1	23061
moss_0.01_4x_1.hist	65901100	6085326	1268961	524739	262561	163828	177590	158638	84796	59579	69496	71007	27260	32925	40850	41854	24126	10051	10152	24990	29237	9135	3957	2722	5817	18615	11948	3846	1281	639	2477	4953	17196	1982	629	38	3101	5825	1164	63	2852	6830	3624	1358	225	74	32	9	2	13973
moss_0.008_1x_1.hist	60747694	9298728	1409114	605492	340229	213559	332995	163604	64418	35574	41495	46888	65188	107636	55697	17721	10214	4255	4318	10629	20077	32868	55423	16216	952	528	118	37	11	4	0	0	47034	11342	3607	224	63	33	5	0	0	0	0	0	0	0	0	0	0	39270
moss_0.001_1x_1.hist	55451679	7840550	1802509	675992	386793	245111	322883	288427	128629	65599	36414	41147	57206	94456	115729	36822	21225	8843	2513	6185	11682	19125	90843	47839	2813	1561	351	112	36	17	4	0	18593	43150	13728	857	245	132	25	0	0	0	0	0	0	0	0	0	0	50626
moss_0.006_1x_1.hist	58630759	10266942	1548340	666349	375998	236550	377430	229835	90496	46152	25779	29130	40498	66869	82966	67359	38829	16178	2572	4942	9335	15281	72587	21239	1248	692	155	49	15	6	4756	9512	51699	5963	1896	117	32	16	2	0	0	0	0	0	0	0	0	0	0	44444
