sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.01_8x_17.hist	69309230	20544216	2734748	1157669	623164	381190	201005	179555	238689	121730	58938	48393	67280	94604	48954	15575	21200	28301	59580	32437	21039	6573	7322	14237	30423	27806	6277	2020	672	4611	29217	8680	3471	399	126	6	12186	17701	3539	195	64	25	12	3	6672	13058	5852	1949	648	388	105634375
moss_0.0_2x_17.hist	65465364	11991614	2763682	1012075	578442	366679	418790	374099	215039	109669	53098	42971	59742	98643	122390	68651	39574	16488	2622	4009	7571	12395	58875	114479	6733	3739	843	270	89	43	11	2	25432	62943	20026	1250	358	194	37	1	0	0	0	0	0	0	0	0	0	66487	113427940
moss_0.001_8x_30.hist	54600916	6317546	1458322	582488	299430	188709	194456	173705	149243	81094	94593	62931	38801	64065	33151	37591	47906	19960	33730	27752	18000	16790	25818	7553	8175	26161	5906	1901	15703	7850	8685	7885	3153	5102	13351	833	238	129	12039	4743	1580	646	342	12287	2139	712	318	105	34	13749	102383756
moss_0.01_2x_17.hist	71016341	12245100	2232506	842222	479743	303316	322529	277613	153244	78153	37839	20922	29087	48027	59588	82696	47671	19862	3158	2180	4117	6739	32010	62240	5626	3124	704	225	74	36	9	1	11931	35792	11587	723	206	111	21	0	0	0	0	0	0	0	0	0	0	38593	112997844
moss_0.0_2x_30.hist	49532986	11240943	1921402	822762	457836	285826	280315	137722	93327	106765	124538	140727	76501	42289	21882	16785	26623	35541	74822	45047	29219	9130	5070	9857	21063	33594	7584	2441	3526	43045	12753	3788	1514	173	54	2	0	39937	7986	442	146	59	30	10	0	0	0	0	0	41915	114136440
moss_0.01_2x_30.hist	65179665	6954658	1272365	538475	289635	177073	114452	70016	105760	120988	88756	43771	16804	27640	34293	49624	45687	19035	3485	8579	16204	26528	23570	6896	404	223	49	14	25364	14196	4205	1248	498	56	16	0	0	22164	5656	313	103	41	20	6	0	0	0	0	0	22157	106082702
moss_0.0_4x_17.hist	64900873	13764289	3128822	1147194	655463	415062	457357	408551	160866	82040	76018	85899	119425	130124	67334	21423	12349	13755	28958	71282	62781	19618	8500	3243	6929	22173	52772	37690	12562	6280	1859	551	219	24	6	22518	34394	18759	3750	207	68	26	13	3	0	0	0	0	0	51562	117116196
moss_0.0_1x_17.hist	63484527	15333644	3576462	1303677	617599	397526	148099	132294	199832	228607	266663	301328	134924	74585	38594	12279	7077	2947	467	629	1188	1944	9234	17954	38365	122768	102870	33126	11041	5519	1634	484	192	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115968	129639499
moss_0.001_1x_17.hist	65656865	9617278	2232473	816807	466342	296901	313955	280451	325401	165953	80350	39625	15212	16062	19928	28837	45741	61062	87809	47806	31008	9689	4197	1227	71	38	90	241	83534	41766	12374	3675	1469	168	52	2	0	0	0	0	0	0	0	0	0	0	0	0	0	75012	110177627
moss_0.0_8x_30.hist	53007798	6309593	1462318	582000	302430	190115	209326	186987	119798	120288	71690	81008	43900	55842	35422	34620	54915	24888	15421	37959	24682	12256	31892	9331	8131	26018	5874	1890	11617	16777	4970	1475	9007	8106	2578	8351	2816	1535	2885	10339	3445	1411	747	4856	6081	2026	907	301	99	12994	101656752
moss_0.001_2x_17.hist	65951904	11548962	2627149	974369	544755	345033	405664	362374	178003	90780	43952	44844	62346	102943	127725	57191	32968	13735	2184	3817	7209	11802	56059	109003	6410	3560	803	257	84	41	11	2	19098	57295	18229	1138	326	176	34	0	0	0	0	0	0	0	0	0	0	60457	111586846
