sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
club-moss_0.02_8x_1.hist	153151697	11156820	1814980	692539	347627	214563	160970	86353	83892	51888	38024	42966	28591	21624	26829	14639	13065	17441	5050	12430	13147	4107	3492	6789	9271	5149	1161	373	9356	4897	1450	429	1933	5800	5131	319	90	48	7664	1636	544	222	116	6375	1914	637	284	93	30	6710	202815037
club-moss_0.006_8x_1.hist	114572811	20279945	2837622	1082783	544262	339419	188154	168075	87294	99864	71874	38320	53276	44631	23094	20657	32766	31970	6487	15967	23092	12288	5491	10677	16092	8939	2017	3473	14935	7466	2211	656	3473	10419	5900	367	104	56	9669	3839	1278	523	276	7514	2112	703	314	103	33	10855	197111339
club-moss_0.004_2x_1.hist	113782551	14588154	2803074	993347	540187	342206	228775	204361	108193	55177	30526	34494	47956	79182	40973	13036	9499	12679	26693	20246	13131	4102	14102	27420	6689	3715	837	268	1151	16126	13780	4093	1636	187	58	2	0	8964	15980	886	294	119	62	22	2	0	0	0	0	23036	183098383
club-moss_0.002_4x_1.hist	97640404	27383041	3666462	1411025	683268	431695	306683	198803	78277	85796	100077	88591	34011	28688	35594	51506	29690	12370	17174	33233	21555	6735	10928	21249	10540	5854	5487	14632	13450	6724	1991	590	4503	13508	9363	584	166	90	17	12786	6609	2707	1436	537	88	28	11	2	0	20517	201379121
club-moss_0.01_1x_1.hist	134001943	9732867	2238290	779173	406067	259040	145212	129715	173288	88376	42788	21101	10173	16797	20839	30155	47831	40496	6441	3506	2273	1135	5390	10480	21318	11842	2673	859	285	141	41	11	4840	14520	17003	1061	304	164	31	0	0	0	0	0	0	0	0	0	0	30174	185521198
club-moss_0.008_8x_1.hist	121459121	18656026	2639442	1012321	500823	313803	161738	144477	113084	64683	75451	40901	49713	36068	20641	29869	33106	13793	13117	22402	14530	4539	19473	10747	3102	9925	11170	3596	1197	7487	8914	2647	1188	3563	10076	628	179	97	10651	689	228	92	4592	5844	973	323	143	46	14	11169	198603842
club-moss_0.008_2x_1.hist	126945765	12720632	2622548	921081	491264	312128	186680	166758	136934	69835	33811	24206	33652	55565	55581	17683	10193	4246	7161	17628	33296	22775	9868	2886	168	92	129	344	21924	10961	6851	2034	812	92	28	0	0	9607	13824	767	254	103	53	19	2	0	0	0	0	23178	189860187
club-moss_0.002_1x_1.hist	109286987	9235906	2119540	741464	391577	250168	145380	129865	187248	95495	46235	22801	12816	21161	26255	37991	60261	25108	3993	2173	1552	2540	12067	23464	21241	11799	2663	856	284	141	40	11	3	0	33153	3396	975	531	105	4	0	0	0	0	0	0	0	0	0	31731	163575042
club-moss_0.001_4x_1.hist	93068843	28877025	3865312	1480541	726522	457874	320171	157303	96804	110743	120820	59584	25396	41932	52026	47544	27406	11418	9787	24090	45503	14218	6160	3831	8186	26195	17098	5505	1834	3880	8770	2604	7179	17455	5553	346	98	52	9	6972	10633	4356	2311	865	143	46	19	5	0	20977	201101846
club-moss_0.008_4x_1.hist	123502756	16399881	2686187	974972	539609	335835	164453	80797	105376	115888	56109	27670	31000	51185	44245	14077	22328	20255	6803	16745	31628	12037	5215	1659	3544	11342	17556	5652	1883	940	1453	2906	16609	1915	608	37	9	4	14115	2867	954	390	206	76	5263	1753	785	260	85	11840	194989881
club-moss_0.002_2x_1.hist	107241245	14930045	2859503	1013123	550712	349154	226501	202330	109068	55623	42800	48363	67239	45951	23777	15771	25016	33394	20066	10924	7084	4214	20017	38922	3838	2131	480	153	50	24	29055	8632	3451	397	125	6	0	0	12021	8284	2760	1130	598	223	36	11	3	0	0	21734	178033261
