sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
club-moss_0.008_8x_1.hist	121730152	18415618	2634219	1005067	503757	314158	179773	145842	97598	86415	52095	58867	47031	25998	27110	35737	20600	19353	22622	12315	9075	14857	18489	5409	2568	8216	16370	5270	1755	2193	12372	3675	1469	168	11523	719	205	111	10137	1234	410	167	3110	6816	1135	377	168	55	17	11104	198187277
club-moss_0.0_8x_1.hist	88752008	28727887	3832368	1456449	744335	461293	287408	143292	168419	85892	70990	80217	53229	39371	48848	30014	22200	29636	31181	16975	11010	9503	35148	10284	2401	7682	18284	15793	5263	2630	2859	5717	20404	2352	747	45	12	16464	3689	203	66	26	6924	7994	1331	442	197	64	20	13261	191765153
club-moss_0.01_8x_1.hist	128011118	16838863	2463773	940255	470059	292974	155669	139056	105137	59157	69004	56660	21752	35916	43880	13960	18635	24876	18130	9870	11393	18652	9069	3051	6519	18236	4117	1324	935	13099	3889	1154	1836	5509	7956	496	141	76	10112	560	185	75	3600	5942	989	328	146	47	14	11071	199249103
club-moss_0.006_8x_1.hist	114536683	20561677	2854636	1091948	545925	341865	169702	151592	128404	65485	69044	71894	27601	39936	41863	17856	28323	27825	8338	20524	23766	7426	7993	15541	12318	6842	3110	8294	10687	5342	1582	469	16045	1850	587	35	5717	6511	1301	3314	1103	451	703	9315	1551	516	230	75	24	11121	197701748
club-moss_0.002_2x_1.hist	107982624	14473548	2867921	1013832	548583	347925	223753	199875	121862	62148	35186	39759	55277	69166	35790	11386	9865	13169	27724	31282	20290	6339	2746	1981	4233	13546	28874	9297	3098	1548	457	134	1883	5648	9496	592	169	91	20954	1163	386	157	82	29	3	0	0	0	0	24185	177644822
club-moss_0.008_2x_1.hist	126590627	13091608	2619380	924478	498521	315770	212378	189714	95098	48499	34689	39198	54496	63019	32609	10374	5979	7410	15599	38396	24905	7781	3371	985	1751	5604	13337	13175	4390	2194	649	191	13759	1586	503	30	7	1829	19095	1059	352	143	75	27	3	0	0	0	0	22549	190365525
club-moss_0.004_2x_1.hist	113945249	14881926	2874595	1016918	551036	349102	228910	204482	97558	49753	44620	50420	70098	47563	24611	9221	14626	19525	41105	22378	14514	4534	3429	6667	14246	17012	3840	1235	570	7980	17532	5208	2082	239	75	3	0	0	23051	1279	425	173	91	33	4	0	0	0	0	23202	184265304
club-moss_0.0_1x_1.hist	101760155	9324692	2102128	740152	397037	253302	158712	141774	180583	92096	44590	21989	15787	26067	32341	46799	50977	21239	3378	1838	1734	2837	13479	26208	20829	11571	2611	840	279	138	40	10	3	0	36082	2387	685	372	73	3	0	0	0	0	0	0	0	0	0	31114	156953655
club-moss_0.001_4x_1.hist	92778088	29066951	3936282	1489622	752738	470920	189849	169589	179916	91756	52839	59708	83011	53930	27906	20201	32041	42774	8255	14760	27880	23159	10034	4684	10008	32026	7230	2327	1135	15899	8761	2602	1039	118	23832	1488	426	231	45	2002	12344	5058	2683	1005	166	54	23	6	1	20669	201423256
club-moss_0.006_2x_1.hist	120357811	14138404	2756143	973804	526331	333617	215968	192921	115258	58781	28459	32158	44708	73820	42046	13377	7710	5864	12344	30385	35463	11081	4800	1403	749	2398	5706	15216	17639	8818	2611	775	309	34	10	0	0	14029	13372	741	246	99	52	18	2	0	0	0	0	22126	187868110
club-moss_0.0_2x_1.hist	100450767	14996528	2884811	1022376	556039	352845	224370	200426	133440	68053	32948	36832	51208	75014	38816	12349	9613	12832	27014	37827	24535	7666	3321	1122	2396	7668	18249	21104	7033	3515	1040	308	422	1265	13350	833	238	129	20138	1117	371	151	79	28	3	0	0	0	0	23933	171809313
club-moss_0.0_4x_1.hist	89453444	29546948	4121888	1523827	823760	505293	236444	211212	131285	79387	92602	93951	36069	35920	44567	49029	28263	11775	11540	28405	43418	13567	5878	4537	9695	31024	10754	3462	1153	14700	8339	2477	989	113	25595	1598	458	249	48	3963	11173	4578	2429	909	150	49	21	6	1	21864	199100904
club-moss_0.02_8x_1.hist	153230578	11217716	1812852	693657	344384	213887	124623	111323	74636	46777	54563	34633	21243	35075	18149	15201	20034	8346	9294	14007	9085	2838	10463	5871	1438	4601	10161	3271	1089	543	7357	2780	1111	3333	5115	318	90	605	8765	485	160	64	579	6724	1119	372	165	54	17	8142	202934118
club-moss_0.01_1x_1.hist	134869115	9786147	2250626	783611	408567	260681	145795	130235	181247	92435	44754	22070	8484	14008	17380	25148	39890	53251	8470	4610	2989	1015	4824	9379	20041	15428	3482	1120	372	185	53	15	457	1371	30968	1934	555	301	59	2	0	0	0	0	0	0	0	0	0	29909	186664811
club-moss_0.008_1x_1.hist	127946494	9606797	2211688	772038	396712	253499	137114	122481	185009	94353	45682	22528	10542	17407	21596	31250	49569	34052	5416	2947	1911	2637	12528	24360	11465	6368	1437	461	152	75	21	5	14506	21146	6727	419	119	64	11	0	0	0	0	0	0	0	0	0	0	31613	180320033
club-moss_0.004_8x_1.hist	106596056	22845788	3129811	1192557	602625	375222	202452	180847	91741	104950	73088	42435	58996	38082	39890	19648	31165	31161	7154	17610	31347	9795	4943	9611	20412	11339	2559	823	14597	10658	3156	937	2397	7191	11828	738	211	114	7142	5278	1758	719	380	6384	2574	857	383	126	41	12129	196065134
club-moss_0.02_2x_1.hist	155027887	9911035	1980726	708656	392142	244928	189106	92910	36582	41849	48814	55159	39245	21693	11224	7358	11671	15580	24152	13148	8527	2663	1153	961	2053	6571	15639	7357	2451	1224	361	106	6398	737	233	13	2	6744	12309	682	226	91	47	16	1	0	0	0	0	16134	201145450
club-moss_0.001_1x_1.hist	106181529	9445436	2154814	756059	402286	256606	160190	143095	185928	94822	45909	22640	11152	18413	22845	33057	52435	47746	7595	4134	2680	1272	6043	11750	25109	16388	3699	1190	395	196	57	16	2405	7215	29198	1823	523	284	55	2	0	0	0	0	0	0	0	0	0	30370	161814659
club-moss_0.006_4x_1.hist	117014975	17481668	2857387	1031026	574532	358971	207826	102107	89602	102504	80339	39620	25877	42726	53012	16866	11396	15213	32026	21648	14041	4386	10136	19708	6160	3421	4477	11938	11764	5881	1741	516	205	22	20839	1384	397	215	42	1	3099	8781	4660	1746	290	95	41	12	3	13711	192743245
club-moss_0.004_1x_1.hist	116034513	9328724	2147137	749321	393248	251362	139934	125000	188814	101463	49125	24226	9841	16249	20160	29172	46272	43628	6939	3777	2449	3782	17966	34847	2048	1137	255	81	26	12	2	0	34816	10048	3196	198	56	29	4	0	0	0	0	0	0	0	0	0	0	32044	169742125
club-moss_0.008_4x_1.hist	123438971	16519623	2738276	988298	549181	342581	183408	90110	110854	100851	48828	32529	45225	54006	27945	12815	20327	27135	21112	11493	7454	12089	22805	6672	1522	4871	11593	11609	3868	1933	2128	4255	13122	1512	480	29	7	3	18430	1022	339	138	72	26	3	0	7530	6929	2308	1384	195502895
club-moss_0.002_8x_1.hist	97551347	26072472	3501712	1334978	674593	420006	217878	194626	94217	105276	91155	44954	54820	53301	27580	26422	41910	17461	12800	31508	20436	6385	10676	20758	15001	8333	2940	7839	14231	7114	2315	4629	14743	1699	539	32	7737	10306	2060	113	36	14	8422	5704	949	315	140	45	14	13745	194896790
